lat,lng
-35.35676323,149.0354551
-35.35722066,149.0356327
-35.35696059,149.0353309
-35.35742979,149.0358273
-35.35711073,149.0352504
-35.35752321,149.0357604
-35.35731678,149.0354705
-35.36162794,149.0413891
-35.36140482,149.0412794
-35.36180815,149.0410757
-35.36151425,149.0409376
-35.35862068,149.039435
-35.35829763,149.039776
-35.35843804,149.0396256
-35.35772867,149.0387071
-35.35786608,149.0391628
-35.35795651,149.0388648
-35.35802729,149.039408
-35.3581186,149.0390616
-35.35812614,149.0396507
-35.35832921,149.0393711
-35.35820317,149.0400595
-35.36041648,149.042399
-35.36015161,149.0426076
-35.36022334,149.042362
-35.36015759,149.0424446
-35.3471571,149.0270454
-35.34734409,149.0267629
-35.34772311,149.026345
-35.34788619,149.0261652
-35.34804417,149.0259911
-35.34820216,149.0258169
-35.34836014,149.0256427
-35.34852322,149.0254629
-35.3486863,149.0252831
-35.34884938,149.0251033
-35.34900736,149.0249292
-35.34916025,149.0247606
-35.34931823,149.0245864
-35.34949701,149.0243893
-35.3471571,149.0270454
-35.35445093,149.0396767
-35.35458997,149.040164
-35.35431992,149.0404136
-35.35456907,149.0403601
-35.35459315,149.0405118
-35.35465922,149.0396323
-35.35443356,149.03981
-35.35464185,149.0397657
-35.3544163,149.0399425
-35.3546246,149.0398982
-35.35439905,149.040075
-35.35460734,149.0400306
-35.35437738,149.0402413
-35.36328281,149.044474
-35.36390976,149.0427165
-35.3636112,149.0423263
-35.36427719,149.0433574
-35.3632601,149.0423752
-35.36290632,149.0426774
-35.36396088,149.0423446
-35.36377665,149.0421116
-35.36352864,149.0444694
-35.36277424,149.0424308
-35.36360898,149.0440707
-35.36376938,149.0442906
-35.36393677,149.0436725
-35.36394459,149.0441048
-35.3640423,149.0431871
-35.36410921,149.0438874
-35.36437081,149.0428849
-35.36431856,149.042612
-35.3646684,149.0428611
-35.36464884,149.0424585
-35.36484395,149.0427485
-35.35725236,149.0380086
-35.35737807,149.0372906
-35.35740783,149.0381015
-35.35733601,149.0377141
-35.35752463,149.0378254
-35.35764675,149.046545
-35.35732399,149.0471753
-35.35674232,149.0472771
-35.3571742,149.0472939
-35.35702442,149.0474126
-35.35680737,149.0475628
-35.3566277,149.047651
-35.35791795,149.0466437
-35.35649049,149.0477611
-35.3562957,149.0482383
-35.35633037,149.0477206
-35.35625395,149.0476076
-35.35623952,149.0474611
-35.35739475,149.0467682
-35.35775121,149.0468211
-35.35722702,149.0469011
-35.35761602,149.046943
-35.3570611,149.0470325
-35.35747262,149.0470576
-35.35689519,149.0471639
-35.35194795,149.0306096
-35.35131486,149.0297918
-35.35164534,149.0290566
-35.35122295,149.0295752
-35.35229653,149.0281971
-35.3514832,149.0287982
-35.35247093,149.0283217
-35.35162122,149.0285621
-35.35270027,149.0285392
-35.35174727,149.0283465
-35.35284783,149.0288375
-35.35145462,149.0278438
-35.3529613,149.0291056
-35.35188848,149.028105
-35.35307478,149.0293737
-35.35201614,149.0278866
-35.35318611,149.0296368
-35.3518186,149.030304
-35.35169159,149.0274446
-35.35333066,149.0299783
-35.35175559,149.0273166
-35.35345833,149.03028
-35.35358441,149.0305779
-35.35230342,149.0273952
-35.35371049,149.0308758
-35.35218229,149.0268235
-35.35383279,149.0311783
-35.3516194,149.0305113
-35.35231289,149.0267511
-35.35387622,149.0314966
-35.35247927,149.0270967
-35.35384096,149.0318147
-35.35301644,149.0268691
-35.35380007,149.0321293
-35.35310119,149.027099
-35.35375919,149.0324439
-35.35280495,149.0274119
-35.35371831,149.0327586
-35.35172556,149.0300811
-35.35243878,149.0277559
-35.35366747,149.033095
-35.35272195,149.0281457
-35.35290191,149.0283483
-35.35331388,149.0282009
-35.35151659,149.0302684
-35.35308148,149.0287116
-35.35322165,149.0290427
-35.35154582,149.0296595
-35.35141572,149.0300301
-35.35391712,149.0331643
-35.3538391,149.03337
-35.35149272,149.0294174
-35.3556293,149.037062
-35.35548667,149.0371931
-35.3553827,149.0378042
-35.35534404,149.0373243
-35.35523651,149.0379362
-35.35519593,149.0374604
-35.35506416,149.0380411
-35.35503096,149.0376075
-35.35655112,149.037308
-35.35639318,149.0372871
-35.35621539,149.0372661
-35.35591785,149.0367968
-35.35589952,149.037331
-35.35577193,149.0369309
-35.35658501,149.0486819
-35.35675899,149.0485533
-35.35697982,149.0483611
-35.35716042,149.0482199
-35.35739497,149.0480556
-35.35757937,149.0479406
-35.35776744,149.0478352
-35.35796503,149.0477366
-35.35815074,149.0476548
-35.35831681,149.0475902
-35.35849872,149.0475283
-35.35868104,149.0474754
-35.35886855,149.0474301
-35.35905226,149.0473946
-35.35926219,149.0473645
-35.35943904,149.0473435
-35.36037369,149.0473882
-35.36056951,149.0474244
-35.36077411,149.0474729
-35.36099261,149.0475367
-35.36121725,149.0476163
-35.36141518,149.0476982
-35.36160741,149.047789
-35.36180194,149.0478925
-35.36200952,149.0480169
-35.36220412,149.0481474
-35.36239372,149.0482884
-35.36257085,149.0484335
-35.36281685,149.0486528
-35.3630115,149.0488277
-35.36319967,149.0489968
-35.36337886,149.0491579
-35.36355791,149.0493188
-35.363747,149.0494887
-35.36167279,149.0453186
-35.36184303,149.0450988
-35.36172014,149.0456158
-35.36203141,149.0454594
-35.36180406,149.0457367
-35.36203708,149.0456254
-35.35910063,149.0333353
-35.35887038,149.0333758
-35.35950926,149.0330024
-35.35881317,149.0330835
-35.35924384,149.032951
-35.35890299,149.0329409
-35.35905732,149.0329321
-35.3521201,149.0297219
-35.35261906,149.0300767
-35.35199912,149.0294361
-35.35250272,149.0298019
-35.35238925,149.0295338
-35.35226969,149.029252
-35.35211623,149.0289831
-35.35193897,149.0287802
-35.35257306,149.0310961
-35.35262842,149.0308128
-35.35236845,149.0303087
-35.3526553,149.0306007
-35.35224887,149.0300262
-35.35288912,149.0303212
-35.35267947,149.03041
-35.36260423,149.0475675
-35.36312849,149.0476076
-35.36276901,149.0476885
-35.36343298,149.0476494
-35.36294229,149.0478157
-35.36368513,149.0474278
-35.36316962,149.0479381
-35.36374856,149.0470571
-35.36210515,149.0468224
-35.3636317,149.0467506
-35.36351264,149.0465133
-35.36338288,149.0462545
-35.36390447,149.0475544
-35.36323557,149.0459608
-35.3639776,149.0473307
-35.36399483,149.0471052
-35.36200124,149.0471157
-35.36395472,149.0468615
-35.36382522,149.0465726
-35.36371047,149.0463438
-35.36359571,149.046115
-35.36348531,149.0458949
-35.36243098,149.0470944
-35.36335667,149.0456714
-35.36214519,149.0472305
-35.3622982,149.0473429
-35.36245122,149.0474552
-35.36351328,149.0479996
-35.36375369,149.0479712
-35.36362193,149.0482194
-35.36394993,149.048174
-35.36375222,149.0483578
-35.3641083,149.0482861
-35.36384979,149.0485178
-35.36412114,149.048481
-35.36401769,149.0485863
-35.34840201,149.0272391
-35.34858439,149.0269272
-35.34870843,149.026715
-35.34851963,149.0275497
-35.34883248,149.0265028
-35.34887412,149.0276914
-35.34895652,149.0262907
-35.34893622,149.0275787
-35.34908456,149.0260716
-35.34872814,149.027217
-35.34921261,149.0258526
-35.34890684,149.0269114
-35.34934065,149.0256336
-35.34925543,149.0270376
-35.34946469,149.0254214
-35.3493277,149.0269725
-35.34958473,149.0252161
-35.34911746,149.0265511
-35.34971133,149.0249995
-35.3493546,149.0261522
-35.34982947,149.0246499
-35.34964504,149.0263729
-35.34971959,149.0262498
-35.34950678,149.0258851
-35.34968548,149.0255795
-35.34746869,149.0274129
-35.35004054,149.0256951
-35.35010358,149.0255855
-35.34989609,149.0252192
-35.35004251,149.0249422
-35.3504197,149.0247556
-35.35008042,149.0245913
-35.3503809,149.0242346
-35.3499712,149.0242781
-35.34783681,149.027413
-35.3632274,149.0434644
-35.36346532,149.043354
-35.36336739,149.0430136
-35.36351741,149.0431957
-35.3599763,149.047184
-35.3599763,149.047184
-35.35968637,149.0461282
-35.3564507,149.0356415
-35.35629643,149.0354304
-35.35650963,149.035203
-35.35612433,149.0352485
-35.35639239,149.03507
-35.35593575,149.0350957
-35.35625232,149.0349353
-35.35574762,149.035036
-35.35609353,149.034809
-35.35557149,149.0349021
-35.35591947,149.0346972
-35.35539075,149.0348348
-35.35574419,149.0346091
-35.35532166,149.0344569
-35.35508278,149.0344
-35.35968284,149.0458666
-35.35451145,149.0346989
-35.35428185,149.034717
-35.35460792,149.0343533
-35.35406743,149.034754
-35.35433374,149.0339295
-35.35386891,149.0348061
-35.35431529,149.0343669
-35.35368772,149.0348714
-35.35994992,149.0456618
-35.35350648,149.0349564
-35.35333016,149.0350694
-35.35338109,149.0346301
-35.35316712,149.0347355
-35.35965457,149.0455865
-35.35991778,149.0454344
-35.35960073,149.0453121
-35.35986456,149.0451863
-35.359522,149.0450468
-35.35978886,149.044932
-35.35941937,149.0447939
-35.35994813,149.044631
-35.35928841,149.0445472
-35.35908138,149.0442535
-35.35894073,149.0440978
-35.35928197,149.0440108
-35.35877928,149.0439506
-35.35910938,149.0438208
-35.35996628,149.0469628
-35.3586068,149.0438234
-35.3589268,149.0436563
-35.35842795,149.0437184
-35.35872712,149.043511
-35.35824726,149.0436201
-35.35806661,149.0435218
-35.35830075,149.0432718
-35.35788284,149.0434218
-35.35810629,149.043166
-35.35790556,149.0430568
-35.35770436,149.0429467
-35.35750883,149.0428277
-35.35732043,149.0426961
-35.35719011,149.0425907
-35.35996141,149.0466911
-35.35658145,149.0427283
-35.35644507,149.0414388
-35.35632197,149.0402054
-35.35636192,149.03991
-35.35641769,149.0396557
-35.35624243,149.039238
-35.35648883,149.039416
-35.3563117,149.039019
-35.35656159,149.0391861
-35.35638098,149.0388
-35.35663383,149.0389577
-35.35645026,149.0385811
-35.3567046,149.0387341
-35.35651953,149.0383621
-35.35677486,149.038512
-35.35968333,149.0463591
-35.35658881,149.0381432
-35.35684612,149.0382868
-35.35666303,149.0379086
-35.3569382,149.0379957
-35.35673911,149.0376604
-35.35707372,149.0374561
-35.35710029,149.037233
-35.35669316,149.0361493
-35.35697046,149.0360672
-35.35658941,149.0358924
-35.3562252,149.0360838
-35.35393131,149.0344037
-35.35313406,149.0334453
-35.35301462,149.0332833
-35.35289058,149.0331151
-35.35267363,149.0323158
-35.35276195,149.0329406
-35.35260503,149.0321622
-35.35262866,149.0327598
-35.35245112,149.0317985
-35.35367287,149.0344728
-35.35249632,149.0325573
-35.35233443,149.0315228
-35.35239344,149.0323402
-35.35230475,149.0321307
-35.35221646,149.031922
-35.35212075,149.0316959
-35.35154234,149.0309912
-35.35381714,149.0340214
-35.35201133,149.0314375
-35.35177816,149.0312557
-35.35354294,149.034052
-35.35363797,149.033659
-35.35340173,149.0338087
-35.3532581,149.0336135
-35.35332595,149.0332404
-35.35895211,149.0418497
-35.35823768,149.0412747
-35.35836735,149.0409003
-35.35809432,149.0411085
-35.35873026,149.0415826
-35.35861764,149.0418376
-35.35855832,149.0413092
-35.35847674,149.0416405
-35.35864575,149.0407936
-35.35835606,149.0414425
-35.35870973,149.0409152
-35.3548405,149.0347344
-35.35460084,149.0356303
-35.35411629,149.035708
-35.35431703,149.0359897
-35.35406243,149.0358951
-35.35439775,149.0362949
-35.3540998,149.0362349
-35.35417387,149.0364706
-35.35424519,149.0366976
-35.3550971,149.0347529
-35.35458936,149.0369239
-35.35432884,149.0369681
-35.35468528,149.0372552
-35.35438038,149.0371279
-35.35473719,149.0374924
-35.35442748,149.0372971
-35.35449424,149.0375919
-35.35453096,149.037837
-35.35475455,149.0350971
-35.35489549,149.038402
-35.35455791,149.0382195
-35.3548908,149.0386185
-35.35455542,149.0385221
-35.35488604,149.038838
-35.35454858,149.0388372
-35.35488366,149.0390125
-35.35454171,149.0391538
-35.35503825,149.0351102
-35.35452683,149.0353224
-35.35493524,149.0353278
-35.35436009,149.0354422
-35.35477871,149.0355014
-35.35422121,149.0355521
-35.36097401,149.0420336
-35.36121582,149.0422728
-35.36095938,149.0422878
-35.36094391,149.0425566
-35.35578649,149.037616
-35.35569012,149.0379277
-35.35588809,149.0377715
-35.35573042,149.0381569
-35.35604046,149.0380574
-35.35579574,149.038265
-35.35600006,149.038234
-35.35699307,149.041328
-35.35699307,149.041328
-35.35699307,149.041328
-35.35642073,149.0410049
-35.35702838,149.0399555
-35.35729647,149.0410175
-35.35710688,149.0397074
-35.35738974,149.0409225
-35.35717964,149.0394774
-35.35710228,149.0404707
-35.35725189,149.0392491
-35.35722414,149.0402
-35.35732265,149.0390255
-35.35637536,149.0406986
-35.35739454,149.0388023
-35.35749021,149.0385524
-35.35742328,149.0395661
-35.35758555,149.0390583
-35.35781813,149.0379211
-35.35665949,149.0409131
-35.35784724,149.0384249
-35.35810171,149.0374178
-35.35808658,149.0379938
-35.3578516,149.0370957
-35.35823808,149.0371716
-35.35845299,149.0373391
-35.35798594,149.0368285
-35.35860212,149.0369438
-35.35661436,149.0405934
-35.35804156,149.0367119
-35.35836911,149.0368102
-35.35841883,149.0364433
-35.35829202,149.0357093
-35.35845977,149.0354354
-35.35819032,149.0355007
-35.35833341,149.0352171
-35.35784554,149.0355948
-35.35820579,149.0350445
-35.35802473,149.0352637
-35.35804366,149.0348535
-35.35785382,149.0350639
-35.35768514,149.0348956
-35.35778279,149.0345892
-35.35679782,149.0404281
-35.35751222,149.0347477
-35.35746355,149.0343495
-35.35732638,149.0346126
-35.357286,149.0342384
-35.35713887,149.0344981
-35.35710394,149.0341406
-35.35696006,149.0344041
-35.35692378,149.0340472
-35.3567925,149.0343173
-35.3567468,149.0339555
-35.3570659,149.0412532
-35.35662816,149.0342321
-35.35656349,149.0338604
-35.35646382,149.0341468
-35.35636646,149.0337585
-35.35628045,149.0340518
-35.35607902,149.0340127
-35.3557663,149.0342426
-35.35570339,149.0336454
-35.35693443,149.0402152
-35.35558807,149.0339497
-35.35522626,149.033931
-35.35690077,149.0407324
-35.3602162,149.0404745
-35.36044445,149.0409026
-35.35972554,149.0410165
-35.36040208,149.0406718
-35.36015889,149.0407697
-35.36036984,149.0404345
-35.36006717,149.0405692
-35.35306687,149.0327086
-35.3531516,149.0315078
-35.35315319,149.0324469
-35.35293173,149.0320129
-35.3532241,149.0321456
-35.35292004,149.031716
-35.35325187,149.0318473
-35.35302614,149.0314965
-35.35323252,149.0316291
-35.35556654,149.0474762
-35.35556185,149.0468936
-35.355553,149.0471756
-35.35556654,149.0474762
-35.35560222,149.0477649
-35.3556613,149.0480546
-35.35571253,149.0482413
-35.35412091,149.0411618
-35.35418326,149.0407366
-35.35423069,149.0411831
-35.35435072,149.0408689
-35.3543256,149.0410618
-35.35867629,149.0467549
-35.35805845,149.0462545
-35.35849089,149.0467512
-35.35831787,149.0467453
-35.3577856,149.0452476
-35.35966149,149.0467755
-35.35769064,149.0450062
-35.35746304,149.044516
-35.35739445,149.0442597
-35.35736549,149.044023
-35.35913971,149.0464515
-35.35736896,149.0437626
-35.35740595,149.0435192
-35.35748013,149.0432716
-35.35928466,149.0467668
-35.35906081,149.0467624
-35.35886855,149.0467586
-35.35843619,149.0464389
-35.35564782,149.0393488
-35.35576785,149.0390675
-35.35546844,149.0389206
-35.3557083,149.0388921
-35.35558759,149.0388444
-35.35515304,149.0392652
-35.35533429,149.0393067
-35.3560167,149.0395145
-35.35416405,149.03918
-35.35576012,149.0326488
-35.35495845,149.0322861
-35.35463551,149.03336
-35.35499719,149.0319956
-35.35462308,149.033151
-35.35468637,149.0318383
-35.35435558,149.0317047
-35.35420965,149.0329551
-35.35433933,149.0318802
-35.35581255,149.0329441
-35.35460327,149.032818
-35.35464893,149.0321484
-35.35425256,149.0325558
-35.35461008,149.0324397
-35.35427272,149.0324051
-35.35534494,149.0329566
-35.35557506,149.0319579
-35.35557292,149.0320825
-35.35499602,149.0329968
-35.35536239,149.0326496
-35.354966,149.033399
-35.35491746,149.0325934
-35.35869108,149.0384279
-35.3588653,149.038968
-35.3588415,149.039093
-35.35839652,149.038511
-35.35854591,149.0380254
-35.35851779,149.0387463
-35.35891753,149.0381353
-35.35894425,149.0382643
-35.35796002,149.0458253
-35.35789545,149.0455568
-35.358191,149.0458101
-35.35816218,149.0454219
-35.35830688,149.0456985
-35.35830412,149.0455299
-35.35600241,149.0336217
-35.35694316,149.0332652
-35.35714927,149.0333365
-35.35735896,149.0334279
-35.35756235,149.0335412
-35.35776397,149.0336804
-35.35624509,149.0327231
-35.35650322,149.0328106
-35.35676794,149.0329003
-35.35700228,149.032459
-35.35711335,149.0325231
-35.35603305,149.0333277
-35.35709571,149.0330113
-35.35735795,149.0331119
-35.35757703,149.0332226
-35.35779403,149.0333593
-35.35801419,149.0335295
-35.35578411,149.0333527
-35.35822079,149.0337233
-35.3561316,149.0330471
-35.35649316,149.0331098
-35.35674465,149.033198
-35.35566175,149.0823427
-35.3557743,149.0824137
-35.35410552,149.0826845
-35.35501575,149.0828376
-35.35492821,149.0831177
-35.35520568,149.0828787
-35.35510966,149.0831569
-35.35538309,149.0829458
-35.35527871,149.0832115
-35.35554198,149.0830461
-35.35543737,149.0833117
-35.35579942,149.0831549
-35.35559981,149.0834173
-35.35591953,149.0825702
-35.35576831,149.0835269
-35.3560549,149.0822589
-35.35550783,149.0822468
-35.35588967,149.0821514
-35.35530436,149.0821945
-35.35572717,149.0820458
-35.35513298,149.0821584
-35.35505161,149.0821408
-35.35555474,149.081956
-35.35427451,149.0828602
-35.35493548,149.0821132
-35.35537752,149.0819113
-35.35475482,149.082037
-35.3552017,149.0818733
-35.35501173,149.0818322
-35.35483954,149.0817592
-35.35442562,149.0826306
-35.35442014,149.0829705
-35.35461662,149.0827478
-35.35457979,149.0830404
-35.35482641,149.0827967
-35.35475239,149.0830797
-35.34913199,149.08114
-35.34938757,149.0823627
-35.34990687,149.0807341
-35.34916234,149.0825692
-35.34925393,149.0829931
-35.35009536,149.083681
-35.34946176,149.0810331
-35.34938757,149.0823627
-35.34992925,149.0807429
-35.34916234,149.0825692
-35.34918967,149.082674
-35.34925393,149.0829931
-35.35009536,149.083681
-35.34946176,149.0810331
-35.34954886,149.0803088
-35.34925393,149.0829931
-35.35009536,149.083681
-35.35009536,149.083681
-35.35009536,149.083681
-35.35009536,149.083681
-35.35009536,149.083681
-35.35009536,149.083681
-35.35009536,149.083681
-35.35009536,149.083681
-35.35009536,149.083681
-35.35009536,149.083681
-35.35009536,149.083681
-35.35009536,149.083681
-35.35009536,149.083681
-35.35009536,149.083681
-35.35013821,149.0808207
-35.34913196,149.081195
-35.34933267,149.0807525
-35.34920845,149.0815188
-35.34915982,149.0808072
-35.34925323,149.0817298
-35.34895775,149.0809127
-35.34929801,149.0819408
-35.34888443,149.0810619
-35.34934279,149.0821517
-35.34889043,149.0812613
-35.34893246,149.0814593
-35.34943235,149.0825737
-35.34897725,149.0816703
-35.34947782,149.0827879
-35.34902563,149.0819041
-35.34952385,149.0830047
-35.34906681,149.0820922
-35.34960766,149.0833973
-35.34911159,149.0823032
-35.3499189,149.0834046
-35.3500921,149.0833406
-35.34920115,149.0827252
-35.35023178,149.083245
-35.34929071,149.0831471
-35.34932773,149.083331
-35.34932773,149.083331
-35.34986394,149.0810435
-35.34972257,149.080676
-35.34966391,149.0809826
